Aad	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aadolf	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aadu	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aage	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aale	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aaron	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aart	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abbas	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abd	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abda	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdallah	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdelkader	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdel-Kader	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdelkarim	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abderrahim	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdi	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdou	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdoulaye	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abdulkadir	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abel	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aberlin	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abraham	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Abu	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Acacio	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Acácio	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Acar	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Achatius	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Achille	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Achilles	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Achim	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Achisch	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adalbero	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adalbert	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adalnot	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adalward	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adam	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adamus	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adán	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adelbert	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adem	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adi	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adil	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adina	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adıvar	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adnan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ado	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adolf	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adolfas	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adolfo	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adolphe	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adolphus	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adonis	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adriaen	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adrian	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Adrien	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ælfric	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ælfwald	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ælfwine	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ælle	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aeropos	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelfrith	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelheard	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelred	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelric	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelstan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelwald	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelweard	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Æthelwine	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Afra	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Åge	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agelas	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agesander	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agesilaos	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agesipolis	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ägidius	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ägir	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agis	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agon	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agrippa	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Agustín	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aharon	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ahilan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ahmad	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ahmet	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aigialeus	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aiko	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aiman	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aimé	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aimo	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aitor	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aivar	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aivars	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ajay	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Akai	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Akay	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Åke	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Akgün	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aki	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Akiba	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Akira	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ákos	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alain	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alastair	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alban	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alberich	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Albert	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Albertas	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Albin	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Albrecht	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Albwin	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alcetes	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alcide	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aldhelm	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aldo	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aled	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alejandro	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alen	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alessandro	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Aletes	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alexander	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alexei	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alexis	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alfke	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alfons	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alfred	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Algernon	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Algimantas	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Algirdas	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Algis	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ali	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alieu	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alis	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alister	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alkamenes	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alkan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Allie	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Álmos	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alois	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alonso	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alparslan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alper	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alperen	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alphonse	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Altan	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Altay	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Altor	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alun	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alva	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alvar	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Álvar	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alvaro	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Álvaro	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Alwin	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amadeus	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amalrich	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amédée	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amedeo	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amelius	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amin	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Ammar	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amos	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amphion	g	0	1		a:1:{s:6:"gender";s:1:"m";}
Amram	g	0	1		a:1:{s:6:"gender";s:1:"m";}
